year_quarter,suburb,complaint,animal,animal_count,country,lon,lat,colour,complaint_colour
2017-04-01,Brighton,Attacked Animal,Other Animal,1,Australia,144.9931825,-37.9043383,#e0e317,#e6921e
2017-04-01,Brighton,Attacked Person,Other Animal,7,Australia,144.9931825,-37.9043383,#e0e317,#f06007
2017-04-01,Brighton,Fencing Issues,Dog,8,Australia,144.9931825,-37.9043383,#7a93d6,#90c765
2017-04-01,Brighton,Menacing,Other Animal,1,Australia,144.9931825,-37.9043383,#e0e317,#9c2769
2017-04-01,Brighton,Not Attack,Other Animal,2,Australia,144.9931825,-37.9043383,#e0e317,#29f273
2017-04-01,Brighton,Odour,Other Animal,1,Australia,144.9931825,-37.9043383,#e0e317,#f4f719
2017-04-01,Brighton,Public Defication,Dog,1,Australia,144.9931825,-37.9043383,#7a93d6,#73471c
2017-04-01,Brighton,Unknown,Cat,7,Australia,144.9931825,-37.9043383,#77ed5c,#b5ebdd
2017-04-01,Brighton,Unknown,Other Animal,3,Australia,144.9931825,-37.9043383,#e0e317,#b5ebdd
2017-04-01,Brighton,Unregistered,Dog,3,Australia,144.9931825,-37.9043383,#7a93d6,#31b593
2017-04-01,Brighton,Wandering,Cat,1,Australia,144.9931825,-37.9043383,#77ed5c,#9dcf78
2017-04-01,Brighton,Wandering,Dog,1,Australia,144.9931825,-37.9043383,#7a93d6,#9dcf78
2017-04-01,Brisbane Airport,Sighting,Wild Dog,1,Australia,153.1218303,-27.3942144,NA,#4bc97f
2017-04-01,Brisbane City,Attacked Animal,Other Animal,1,Australia,153.0251235,-27.4697707,#e0e317,#e6921e
2017-04-01,Brisbane City,Attacked Person,Other Animal,1,Australia,153.0251235,-27.4697707,#e0e317,#f06007
2017-04-01,Brisbane City,Fencing Issues,Dog,1,Australia,153.0251235,-27.4697707,#7a93d6,#90c765
2017-04-01,Brisbane City,Nuisance Animal,Other Animal,1,Australia,153.0251235,-27.4697707,#e0e317,#f6a6f7
2017-04-01,Brisbane City,Sighting,Feral Cat,1,Australia,153.0251235,-27.4697707,#d44660,#4bc97f
2017-04-01,Brisbane City,Unknown,Cat,4,Australia,153.0251235,-27.4697707,#77ed5c,#b5ebdd
2017-04-01,Brisbane City,Unknown,Other Animal,1,Australia,153.0251235,-27.4697707,#e0e317,#b5ebdd
2017-04-01,Brookfield,Attacked Animal,Other Animal,2,Australia,151.205875,-33.877711,#e0e317,#e6921e
2017-04-01,Brookfield,Attacked Person,Other Animal,1,Australia,151.205875,-33.877711,#e0e317,#f06007
2017-04-01,Brookfield,Fencing Issues,Dog,1,Australia,151.205875,-33.877711,#7a93d6,#90c765
2017-04-01,Brookfield,Not Attack,Other Animal,1,Australia,151.205875,-33.877711,#e0e317,#29f273
2017-04-01,Brookfield,Pest Feral Animal,Other Animal,1,Australia,151.205875,-33.877711,#e0e317,#9c2769
2017-04-01,Brookfield,Public Defication,Dog,1,Australia,151.205875,-33.877711,#7a93d6,#73471c
2017-04-01,Brookfield,Sighting,Deer,4,Australia,151.205875,-33.877711,#4e0887,#4bc97f
2017-04-01,Brookfield,Sighting,Fox,3,Australia,151.205875,-33.877711,#9bd678,#4bc97f
2017-04-01,Brookfield,Sighting,Rabbit,1,Australia,151.205875,-33.877711,#d917e3,#4bc97f
2017-04-01,Brookfield,Wandering,Dog,1,Australia,151.205875,-33.877711,#7a93d6,#9dcf78
2017-04-01,Bulimba,Animal Hoarding,Other Animal,1,Australia,153.058,-27.45,#e0e317,#bf2f24
2017-04-01,Bulimba,Attacked Animal,Other Animal,2,Australia,153.058,-27.45,#e0e317,#e6921e
2017-04-01,Bulimba,Attacked Person,Other Animal,1,Australia,153.058,-27.45,#e0e317,#f06007
2017-04-01,Bulimba,Fencing Issues,Dog,3,Australia,153.058,-27.45,#7a93d6,#90c765
2017-04-01,Bulimba,Not Attack,Other Animal,2,Australia,153.058,-27.45,#e0e317,#29f273
2017-04-01,Bulimba,Odour,Dog,1,Australia,153.058,-27.45,#7a93d6,#f4f719
2017-04-01,Bulimba,Odour,Other Animal,1,Australia,153.058,-27.45,#e0e317,#f4f719
2017-04-01,Bulimba,Unknown,Cat,1,Australia,153.058,-27.45,#77ed5c,#b5ebdd
2017-04-01,Bulimba,Unknown,Dog,2,Australia,153.058,-27.45,#7a93d6,#b5ebdd
2017-04-01,Bulimba,Wandering,Cat,1,Australia,153.058,-27.45,#77ed5c,#9dcf78
2017-04-01,Bulimba,Wandering,Dog,5,Australia,153.058,-27.45,#7a93d6,#9dcf78
2017-04-01,Burbank,Animal Hoarding,Dog,1,Australia,153.163,-27.559,#7a93d6,#bf2f24
2017-04-01,Burbank,Fencing Issues,Dog,5,Australia,153.163,-27.559,#7a93d6,#90c765
2017-04-01,Burbank,Sighting,Fox,7,Australia,153.163,-27.559,#9bd678,#4bc97f
2017-04-01,Burbank,Unknown,Cat,2,Australia,153.163,-27.559,#77ed5c,#b5ebdd
2017-04-01,Burbank,Wandering,Dog,1,Australia,153.163,-27.559,#7a93d6,#9dcf78
2017-04-01,Burdell,Aggressive Animal,Dog,10,Australia,146.7018998,-19.2481421,#7a93d6,#f51d62
2017-04-01,Burdell,Attack,Dog,1,Australia,146.7018998,-19.2481421,#7a93d6,#f00a21
2017-04-01,Burdell,Enclosure,Dog,8,Australia,146.7018998,-19.2481421,#7a93d6,#479e4a
2017-04-01,Burdell,Noise,Dog,30,Australia,146.7018998,-19.2481421,#7a93d6,#f5f52f
2017-04-01,Burdell,Private Impound,Dog,9,Australia,146.7018998,-19.2481421,#7a93d6,#772ff5
2017-04-01,Burdell,Wandering,Cat,1,Australia,146.7018998,-19.2481421,#77ed5c,#9dcf78
2017-04-01,Bushland Beach,Aggressive Animal,Dog,4,Australia,146.6794456,-19.2018468,#7a93d6,#f51d62
2017-04-01,Bushland Beach,Attack,Dog,1,Australia,146.6794456,-19.2018468,#7a93d6,#f00a21
2017-04-01,Bushland Beach,Enclosure,Cat,3,Australia,146.6794456,-19.2018468,#77ed5c,#479e4a
2017-04-01,Bushland Beach,Enclosure,Dog,5,Australia,146.6794456,-19.2018468,#7a93d6,#479e4a
2017-04-01,Bushland Beach,Noise,Dog,31,Australia,146.6794456,-19.2018468,#7a93d6,#f5f52f
2017-04-01,Bushland Beach,Private Impound,Dog,5,Australia,146.6794456,-19.2018468,#7a93d6,#772ff5
2017-04-01,Bushland Beach,Wandering,Dog,2,Australia,146.6794456,-19.2018468,#7a93d6,#9dcf78
2017-04-01,Calamvale,Attacked Animal,Other Animal,4,Australia,153.05,-27.623889,#e0e317,#e6921e
2017-04-01,Calamvale,Attacked Person,Other Animal,3,Australia,153.05,-27.623889,#e0e317,#f06007
2017-04-01,Calamvale,Fencing Issues,Dog,15,Australia,153.05,-27.623889,#7a93d6,#90c765
2017-04-01,Calamvale,Fencing Issues,Other Animal,1,Australia,153.05,-27.623889,#e0e317,#90c765
2017-04-01,Calamvale,Menacing,Other Animal,2,Australia,153.05,-27.623889,#e0e317,#9c2769
2017-04-01,Calamvale,Not Attack,Other Animal,2,Australia,153.05,-27.623889,#e0e317,#29f273
2017-04-01,Calamvale,Pest Feral Animal,Other Animal,1,Australia,153.05,-27.623889,#e0e317,#9c2769
2017-04-01,Calamvale,Public Defication,Dog,1,Australia,153.05,-27.623889,#7a93d6,#73471c
2017-04-01,Calamvale,Unknown,Cat,6,Australia,153.05,-27.623889,#77ed5c,#b5ebdd
2017-04-01,Calamvale,Unknown,Dog,1,Australia,153.05,-27.623889,#7a93d6,#b5ebdd
2017-04-01,Calamvale,Unknown,Other Animal,2,Australia,153.05,-27.623889,#e0e317,#b5ebdd
2017-04-01,Calamvale,Unregistered,Dog,1,Australia,153.05,-27.623889,#7a93d6,#31b593
2017-04-01,Calamvale,Wandering,Cat,1,Australia,153.05,-27.623889,#77ed5c,#9dcf78
2017-04-01,Calamvale,Wandering,Dog,2,Australia,153.05,-27.623889,#7a93d6,#9dcf78
2017-04-01,Camp Hill,Attacked Animal,Other Animal,4,Australia,153.079,-27.501,#e0e317,#e6921e
2017-04-01,Camp Hill,Attacked Person,Other Animal,5,Australia,153.079,-27.501,#e0e317,#f06007
2017-04-01,Camp Hill,Fencing Issues,Dog,5,Australia,153.079,-27.501,#7a93d6,#90c765
2017-04-01,Camp Hill,Menacing,Other Animal,7,Australia,153.079,-27.501,#e0e317,#9c2769
2017-04-01,Camp Hill,Nuisance Animal,Other Animal,1,Australia,153.079,-27.501,#e0e317,#f6a6f7
2017-04-01,Camp Hill,Sighting,Fox,1,Australia,153.079,-27.501,#9bd678,#4bc97f
2017-04-01,Camp Hill,Unknown,Cat,3,Australia,153.079,-27.501,#77ed5c,#b5ebdd
2017-04-01,Camp Hill,Unknown,Dog,1,Australia,153.079,-27.501,#7a93d6,#b5ebdd
2017-04-01,Camp Hill,Wandering,Cat,1,Australia,153.079,-27.501,#77ed5c,#9dcf78
2017-04-01,Camp Hill,Wandering,Dog,8,Australia,153.079,-27.501,#7a93d6,#9dcf78
2017-04-01,Cannon Hill,Attacked Animal,Other Animal,2,Australia,153.097,-27.473,#e0e317,#e6921e
2017-04-01,Cannon Hill,Attacked Person,Other Animal,3,Australia,153.097,-27.473,#e0e317,#f06007
2017-04-01,Cannon Hill,Fencing Issues,Dog,3,Australia,153.097,-27.473,#7a93d6,#90c765
2017-04-01,Cannon Hill,Not Attack,Other Animal,1,Australia,153.097,-27.473,#e0e317,#29f273
2017-04-01,Cannon Hill,Nuisance Animal,Other Animal,2,Australia,153.097,-27.473,#e0e317,#f6a6f7
2017-04-01,Cannon Hill,Sighting,Fox,1,Australia,153.097,-27.473,#9bd678,#4bc97f
2017-04-01,Cannon Hill,Unknown,Cat,1,Australia,153.097,-27.473,#77ed5c,#b5ebdd
2017-04-01,Cannon Hill,Unknown,Other Animal,1,Australia,153.097,-27.473,#e0e317,#b5ebdd
2017-04-01,Cannon Hill,Wandering,Dog,4,Australia,153.097,-27.473,#7a93d6,#9dcf78
2017-04-01,Carina,Attacked Animal,Other Animal,4,Australia,153.1,-27.485833,#e0e317,#e6921e
2017-04-01,Carina,Attacked Person,Other Animal,1,Australia,153.1,-27.485833,#e0e317,#f06007
2017-04-01,Carina,Fencing Issues,Dog,16,Australia,153.1,-27.485833,#7a93d6,#90c765
2017-04-01,Carina,Menacing,Other Animal,7,Australia,153.1,-27.485833,#e0e317,#9c2769
2017-04-01,Carina,Not Attack,Other Animal,2,Australia,153.1,-27.485833,#e0e317,#29f273
2017-04-01,Carina,Odour,Other Animal,1,Australia,153.1,-27.485833,#e0e317,#f4f719
2017-04-01,Carina,Public Defication,Dog,1,Australia,153.1,-27.485833,#7a93d6,#73471c
2017-04-01,Carina,Sighting,Fox,3,Australia,153.1,-27.485833,#9bd678,#4bc97f
2017-04-01,Carina,Unknown,Cat,4,Australia,153.1,-27.485833,#77ed5c,#b5ebdd
2017-04-01,Carina,Unknown,Dog,1,Australia,153.1,-27.485833,#7a93d6,#b5ebdd
2017-04-01,Carina,Unknown,Other Animal,1,Australia,153.1,-27.485833,#e0e317,#b5ebdd
2017-04-01,Carina,Unregistered,Dog,2,Australia,153.1,-27.485833,#7a93d6,#31b593
2017-04-01,Carina,Wandering,Cat,1,Australia,153.1,-27.485833,#77ed5c,#9dcf78
2017-04-01,Carina,Wandering,Dog,8,Australia,153.1,-27.485833,#7a93d6,#9dcf78
2017-04-01,Carina Heights,Attacked Animal,Other Animal,1,Australia,153.093,-27.507,#e0e317,#e6921e
2017-04-01,Carina Heights,Fencing Issues,Dog,7,Australia,153.093,-27.507,#7a93d6,#90c765
2017-04-01,Carina Heights,Menacing,Other Animal,1,Australia,153.093,-27.507,#e0e317,#9c2769
2017-04-01,Carina Heights,Nuisance Animal,Other Animal,1,Australia,153.093,-27.507,#e0e317,#f6a6f7
2017-04-01,Carina Heights,Pest Feral Animal,Other Animal,1,Australia,153.093,-27.507,#e0e317,#9c2769
2017-04-01,Carina Heights,Unknown,Cat,4,Australia,153.093,-27.507,#77ed5c,#b5ebdd
2017-04-01,Carina Heights,Unknown,Other Animal,1,Australia,153.093,-27.507,#e0e317,#b5ebdd
2017-04-01,Carina Heights,Wandering,Cat,3,Australia,153.093,-27.507,#77ed5c,#9dcf78
2017-04-01,Carina Heights,Wandering,Dog,1,Australia,153.093,-27.507,#7a93d6,#9dcf78
2017-04-01,Carindale,Attacked Person,Other Animal,3,Australia,153.1125044,-27.5198367,#e0e317,#f06007
2017-04-01,Carindale,Fencing Issues,Dog,6,Australia,153.1125044,-27.5198367,#7a93d6,#90c765
2017-04-01,Carindale,Menacing,Other Animal,1,Australia,153.1125044,-27.5198367,#e0e317,#9c2769
2017-04-01,Carindale,Not Attack,Other Animal,3,Australia,153.1125044,-27.5198367,#e0e317,#29f273
2017-04-01,Carindale,Public Defication,Dog,4,Australia,153.1125044,-27.5198367,#7a93d6,#73471c
2017-04-01,Carindale,Sighting,Fox,2,Australia,153.1125044,-27.5198367,#9bd678,#4bc97f
2017-04-01,Carindale,Sighting,Rabbit,1,Australia,153.1125044,-27.5198367,#d917e3,#4bc97f
2017-04-01,Carindale,Unknown,Cat,1,Australia,153.1125044,-27.5198367,#77ed5c,#b5ebdd
2017-04-01,Carindale,Unknown,Dog,1,Australia,153.1125044,-27.5198367,#7a93d6,#b5ebdd
2017-04-01,Carindale,Unknown,Other Animal,2,Australia,153.1125044,-27.5198367,#e0e317,#b5ebdd
2017-04-01,Carindale,Unregistered,Dog,1,Australia,153.1125044,-27.5198367,#7a93d6,#31b593
2017-04-01,Carindale,Wandering,Cat,1,Australia,153.1125044,-27.5198367,#77ed5c,#9dcf78
2017-04-01,Carindale,Wandering,Dog,10,Australia,153.1125044,-27.5198367,#7a93d6,#9dcf78
2017-04-01,Carseldine,Attacked Animal,Other Animal,5,Australia,153.0124899,-27.3459018,#e0e317,#e6921e
2017-04-01,Carseldine,Fencing Issues,Dog,9,Australia,153.0124899,-27.3459018,#7a93d6,#90c765
2017-04-01,Carseldine,Nuisance Animal,Other Animal,1,Australia,153.0124899,-27.3459018,#e0e317,#f6a6f7
2017-04-01,Carseldine,Public Defication,Dog,3,Australia,153.0124899,-27.3459018,#7a93d6,#73471c
2017-04-01,Carseldine,Unknown,Cat,1,Australia,153.0124899,-27.3459018,#77ed5c,#b5ebdd
2017-04-01,Carseldine,Unregistered,Dog,1,Australia,153.0124899,-27.3459018,#7a93d6,#31b593
2017-04-01,Carseldine,Wandering,Cat,1,Australia,153.0124899,-27.3459018,#77ed5c,#9dcf78
2017-04-01,Castle Hill,Noise,Dog,4,Australia,151.0042006,-33.7311837,#7a93d6,#f5f52f
2017-04-01,Castle Hill,Wandering,Dog,1,Australia,151.0042006,-33.7311837,#7a93d6,#9dcf78
2017-04-01,Chandler,Attacked Animal,Other Animal,1,Australia,153.156,-27.514,#e0e317,#e6921e
2017-04-01,Chandler,Fencing Issues,Dog,2,Australia,153.156,-27.514,#7a93d6,#90c765
2017-04-01,Chandler,Fencing Issues,Other Animal,1,Australia,153.156,-27.514,#e0e317,#90c765
2017-04-01,Chandler,Sighting,Fox,5,Australia,153.156,-27.514,#9bd678,#4bc97f
2017-04-01,Chandler,Unknown,Cat,1,Australia,153.156,-27.514,#77ed5c,#b5ebdd
2017-04-01,Chandler,Unregistered,Dog,1,Australia,153.156,-27.514,#7a93d6,#31b593
2017-04-01,Chapel Hill,Attacked Animal,Other Animal,3,Australia,152.94685,-27.50093,#e0e317,#e6921e
2017-04-01,Chapel Hill,Attacked Person,Other Animal,1,Australia,152.94685,-27.50093,#e0e317,#f06007
2017-04-01,Chapel Hill,Fencing Issues,Dog,2,Australia,152.94685,-27.50093,#7a93d6,#90c765
2017-04-01,Chapel Hill,Not Attack,Other Animal,1,Australia,152.94685,-27.50093,#e0e317,#29f273
2017-04-01,Chapel Hill,Public Defication,Dog,4,Australia,152.94685,-27.50093,#7a93d6,#73471c
2017-04-01,Chapel Hill,Unknown,Cat,2,Australia,152.94685,-27.50093,#77ed5c,#b5ebdd
2017-04-01,Chapel Hill,Unknown,Other Animal,3,Australia,152.94685,-27.50093,#e0e317,#b5ebdd
2017-04-01,Chapel Hill,Wandering,Dog,1,Australia,152.94685,-27.50093,#7a93d6,#9dcf78
2017-04-01,Chelmer,Animal Hoarding,Dog,1,Australia,152.9759,-27.5163,#7a93d6,#bf2f24
2017-04-01,Chelmer,Attacked Animal,Other Animal,3,Australia,152.9759,-27.5163,#e0e317,#e6921e
2017-04-01,Chelmer,Sighting,Fox,1,Australia,152.9759,-27.5163,#9bd678,#4bc97f
2017-04-01,Chelmer,Unknown,Other Animal,1,Australia,152.9759,-27.5163,#e0e317,#b5ebdd
2017-04-01,Chelmer,Wandering,Cat,1,Australia,152.9759,-27.5163,#77ed5c,#9dcf78
2017-04-01,Chermside,Attacked Animal,Other Animal,3,Australia,153.0294751,-27.3859344,#e0e317,#e6921e
2017-04-01,Chermside,Attacked Person,Other Animal,4,Australia,153.0294751,-27.3859344,#e0e317,#f06007
2017-04-01,Chermside,Fencing Issues,Dog,10,Australia,153.0294751,-27.3859344,#7a93d6,#90c765
2017-04-01,Chermside,Menacing,Other Animal,1,Australia,153.0294751,-27.3859344,#e0e317,#9c2769
2017-04-01,Chermside,Not Attack,Other Animal,2,Australia,153.0294751,-27.3859344,#e0e317,#29f273
2017-04-01,Chermside,Nuisance Animal,Other Animal,2,Australia,153.0294751,-27.3859344,#e0e317,#f6a6f7
2017-04-01,Chermside,Odour,Dog,2,Australia,153.0294751,-27.3859344,#7a93d6,#f4f719
2017-04-01,Chermside,Sighting,Fox,1,Australia,153.0294751,-27.3859344,#9bd678,#4bc97f
2017-04-01,Chermside,Unknown,Cat,5,Australia,153.0294751,-27.3859344,#77ed5c,#b5ebdd
2017-04-01,Chermside,Unknown,Other Animal,1,Australia,153.0294751,-27.3859344,#e0e317,#b5ebdd
2017-04-01,Chermside,Wandering,Cat,2,Australia,153.0294751,-27.3859344,#77ed5c,#9dcf78
2017-04-01,Chermside,Wandering,Dog,1,Australia,153.0294751,-27.3859344,#7a93d6,#9dcf78
2017-04-01,Chermside West,Attacked Animal,Other Animal,4,Australia,153.012222,-27.381389,#e0e317,#e6921e
2017-04-01,Chermside West,Fencing Issues,Dog,3,Australia,153.012222,-27.381389,#7a93d6,#90c765
2017-04-01,Chermside West,Menacing,Other Animal,1,Australia,153.012222,-27.381389,#e0e317,#9c2769
2017-04-01,Chermside West,Not Attack,Other Animal,1,Australia,153.012222,-27.381389,#e0e317,#29f273
2017-04-01,Chermside West,Sighting,Fox,1,Australia,153.012222,-27.381389,#9bd678,#4bc97f
2017-04-01,Chermside West,Unknown,Cat,2,Australia,153.012222,-27.381389,#77ed5c,#b5ebdd
2017-04-01,Chermside West,Wandering,Cat,1,Australia,153.012222,-27.381389,#77ed5c,#9dcf78
2017-04-01,Chermside West,Wandering,Dog,8,Australia,153.012222,-27.381389,#7a93d6,#9dcf78
2017-04-01,Clayfield,Attacked Animal,Other Animal,1,Australia,153.0583828,-27.4159369,#e0e317,#e6921e
2017-04-01,Clayfield,Attacked Person,Other Animal,3,Australia,153.0583828,-27.4159369,#e0e317,#f06007
2017-04-01,Clayfield,Fencing Issues,Dog,1,Australia,153.0583828,-27.4159369,#7a93d6,#90c765
2017-04-01,Clayfield,Menacing,Other Animal,2,Australia,153.0583828,-27.4159369,#e0e317,#9c2769
2017-04-01,Clayfield,Not Attack,Other Animal,2,Australia,153.0583828,-27.4159369,#e0e317,#29f273
2017-04-01,Clayfield,Pest Feral Animal,Other Animal,1,Australia,153.0583828,-27.4159369,#e0e317,#9c2769
2017-04-01,Clayfield,Sighting,Feral Cat,1,Australia,153.0583828,-27.4159369,#d44660,#4bc97f
2017-04-01,Clayfield,Unknown,Cat,4,Australia,153.0583828,-27.4159369,#77ed5c,#b5ebdd
2017-04-01,Clayfield,Wandering,Cat,3,Australia,153.0583828,-27.4159369,#77ed5c,#9dcf78
2017-04-01,Clayfield,Wandering,Dog,1,Australia,153.0583828,-27.4159369,#7a93d6,#9dcf78
2017-04-01,Cluden,Private Impound,Dog,2,Australia,146.833333,-19.316667,#7a93d6,#772ff5
2017-04-01,Condon,Aggressive Animal,Dog,6,Australia,146.723611,-19.331944,#7a93d6,#f51d62
2017-04-01,Condon,Attack,Dog,7,Australia,146.723611,-19.331944,#7a93d6,#f00a21
2017-04-01,Condon,Enclosure,Cat,1,Australia,146.723611,-19.331944,#77ed5c,#479e4a
2017-04-01,Condon,Enclosure,Dog,11,Australia,146.723611,-19.331944,#7a93d6,#479e4a
2017-04-01,Condon,Noise,Dog,17,Australia,146.723611,-19.331944,#7a93d6,#f5f52f
2017-04-01,Condon,Private Impound,Cat,13,Australia,146.723611,-19.331944,#77ed5c,#772ff5
2017-04-01,Condon,Private Impound,Dog,15,Australia,146.723611,-19.331944,#7a93d6,#772ff5
2017-04-01,Condon,Wandering,Dog,1,Australia,146.723611,-19.331944,#7a93d6,#9dcf78
2017-04-01,Coopers Plains,Attacked Animal,Other Animal,2,Australia,153.0372,-27.5703,#e0e317,#e6921e
2017-04-01,Coopers Plains,Attacked Person,Other Animal,4,Australia,153.0372,-27.5703,#e0e317,#f06007
2017-04-01,Coopers Plains,Fencing Issues,Dog,3,Australia,153.0372,-27.5703,#7a93d6,#90c765
2017-04-01,Coopers Plains,Nuisance Animal,Other Animal,1,Australia,153.0372,-27.5703,#e0e317,#f6a6f7
2017-04-01,Coopers Plains,Odour,Dog,1,Australia,153.0372,-27.5703,#7a93d6,#f4f719
2017-04-01,Coopers Plains,Public Defication,Dog,4,Australia,153.0372,-27.5703,#7a93d6,#73471c
2017-04-01,Coopers Plains,Sighting,Fox,2,Australia,153.0372,-27.5703,#9bd678,#4bc97f
2017-04-01,Coopers Plains,Unknown,Cat,5,Australia,153.0372,-27.5703,#77ed5c,#b5ebdd
2017-04-01,Coopers Plains,Unknown,Other Animal,2,Australia,153.0372,-27.5703,#e0e317,#b5ebdd
2017-04-01,Coopers Plains,Unregistered,Dog,1,Australia,153.0372,-27.5703,#7a93d6,#31b593
2017-04-01,Coopers Plains,Wandering,Cat,4,Australia,153.0372,-27.5703,#77ed5c,#9dcf78
2017-04-01,Coorparoo,Attacked Animal,Other Animal,6,Australia,153.0592549,-27.4945318,#e0e317,#e6921e
2017-04-01,Coorparoo,Attacked Person,Other Animal,1,Australia,153.0592549,-27.4945318,#e0e317,#f06007
2017-04-01,Coorparoo,Fencing Issues,Dog,5,Australia,153.0592549,-27.4945318,#7a93d6,#90c765
2017-04-01,Coorparoo,Menacing,Other Animal,3,Australia,153.0592549,-27.4945318,#e0e317,#9c2769
2017-04-01,Coorparoo,Not Attack,Other Animal,2,Australia,153.0592549,-27.4945318,#e0e317,#29f273
2017-04-01,Coorparoo,Nuisance Animal,Other Animal,1,Australia,153.0592549,-27.4945318,#e0e317,#f6a6f7
2017-04-01,Coorparoo,Odour,Dog,1,Australia,153.0592549,-27.4945318,#7a93d6,#f4f719
2017-04-01,Coorparoo,Public Defication,Dog,2,Australia,153.0592549,-27.4945318,#7a93d6,#73471c
2017-04-01,Coorparoo,Unknown,Cat,3,Australia,153.0592549,-27.4945318,#77ed5c,#b5ebdd
2017-04-01,Coorparoo,Unknown,Other Animal,3,Australia,153.0592549,-27.4945318,#e0e317,#b5ebdd
2017-04-01,Coorparoo,Unregistered,Dog,3,Australia,153.0592549,-27.4945318,#7a93d6,#31b593
2017-04-01,Coorparoo,Wandering,Cat,1,Australia,153.0592549,-27.4945318,#77ed5c,#9dcf78
2017-04-01,Coorparoo,Wandering,Dog,2,Australia,153.0592549,-27.4945318,#7a93d6,#9dcf78
2017-04-01,Corinda,Animal Hoarding,Dog,1,Australia,152.9823835,-27.5442725,#7a93d6,#bf2f24
2017-04-01,Corinda,Attacked Animal,Other Animal,2,Australia,152.9823835,-27.5442725,#e0e317,#e6921e
2017-04-01,Corinda,Attacked Person,Other Animal,1,Australia,152.9823835,-27.5442725,#e0e317,#f06007
2017-04-01,Corinda,Fencing Issues,Dog,2,Australia,152.9823835,-27.5442725,#7a93d6,#90c765
2017-04-01,Corinda,Odour,Dog,3,Australia,152.9823835,-27.5442725,#7a93d6,#f4f719
2017-04-01,Corinda,Sighting,Fox,3,Australia,152.9823835,-27.5442725,#9bd678,#4bc97f
2017-04-01,Corinda,Unknown,Cat,2,Australia,152.9823835,-27.5442725,#77ed5c,#b5ebdd
2017-04-01,Corinda,Wandering,Dog,1,Australia,152.9823835,-27.5442725,#7a93d6,#9dcf78
2017-04-01,Cosgrove,Enclosure,Dog,1,Australia,146.7131288,-19.2712976,#7a93d6,#479e4a
2017-04-01,Cosgrove,Noise,Dog,4,Australia,146.7131288,-19.2712976,#7a93d6,#f5f52f
2017-04-01,Cranbrook,Aggressive Animal,Dog,4,Australia,117.4909161,-34.2441955,#7a93d6,#f51d62
2017-04-01,Cranbrook,Attack,Dog,8,Australia,117.4909161,-34.2441955,#7a93d6,#f00a21
2017-04-01,Cranbrook,Enclosure,Dog,8,Australia,117.4909161,-34.2441955,#7a93d6,#479e4a
2017-04-01,Cranbrook,Noise,Dog,17,Australia,117.4909161,-34.2441955,#7a93d6,#f5f52f
2017-04-01,Cranbrook,Private Impound,Cat,4,Australia,117.4909161,-34.2441955,#77ed5c,#772ff5
2017-04-01,Cranbrook,Private Impound,Dog,9,Australia,117.4909161,-34.2441955,#7a93d6,#772ff5
2017-04-01,Currajong,Aggressive Animal,Dog,2,Australia,146.7775,-19.276944,#7a93d6,#f51d62
2017-04-01,Currajong,Attack,Dog,1,Australia,146.7775,-19.276944,#7a93d6,#f00a21
2017-04-01,Currajong,Enclosure,Dog,6,Australia,146.7775,-19.276944,#7a93d6,#479e4a
2017-04-01,Currajong,Noise,Dog,13,Australia,146.7775,-19.276944,#7a93d6,#f5f52f
2017-04-01,Currajong,Private Impound,Cat,3,Australia,146.7775,-19.276944,#77ed5c,#772ff5
2017-04-01,Currajong,Private Impound,Dog,9,Australia,146.7775,-19.276944,#7a93d6,#772ff5
2017-04-01,Currajong,Wandering,Dog,1,Australia,146.7775,-19.276944,#7a93d6,#9dcf78
2017-04-01,Darra,Attacked Animal,Other Animal,1,Australia,152.9532121,-27.5660241,#e0e317,#e6921e
2017-04-01,Darra,Attacked Person,Other Animal,1,Australia,152.9532121,-27.5660241,#e0e317,#f06007
2017-04-01,Darra,Fencing Issues,Dog,10,Australia,152.9532121,-27.5660241,#7a93d6,#90c765
2017-04-01,Darra,Menacing,Other Animal,1,Australia,152.9532121,-27.5660241,#e0e317,#9c2769
2017-04-01,Darra,Not Attack,Other Animal,2,Australia,152.9532121,-27.5660241,#e0e317,#29f273
2017-04-01,Darra,Odour,Dog,2,Australia,152.9532121,-27.5660241,#7a93d6,#f4f719
2017-04-01,Darra,Unknown,Cat,6,Australia,152.9532121,-27.5660241,#77ed5c,#b5ebdd
2017-04-01,Darra,Unknown,Other Animal,1,Australia,152.9532121,-27.5660241,#e0e317,#b5ebdd
2017-04-01,Darra,Unregistered,Other Animal,1,Australia,152.9532121,-27.5660241,#e0e317,#31b593
2017-04-01,Darra,Wandering,Cat,3,Australia,152.9532121,-27.5660241,#77ed5c,#9dcf78
2017-04-01,Deagon,Attacked Animal,Other Animal,2,Australia,153.06,-27.328,#e0e317,#e6921e
2017-04-01,Deagon,Attacked Person,Other Animal,1,Australia,153.06,-27.328,#e0e317,#f06007
2017-04-01,Deagon,Fencing Issues,Dog,4,Australia,153.06,-27.328,#7a93d6,#90c765
2017-04-01,Deagon,Not Attack,Other Animal,1,Australia,153.06,-27.328,#e0e317,#29f273
2017-04-01,Deagon,Odour,Dog,1,Australia,153.06,-27.328,#7a93d6,#f4f719
2017-04-01,Deagon,Public Defication,Dog,1,Australia,153.06,-27.328,#7a93d6,#73471c
